Идентификатор вакансии;Наименование вакансии;Город;Работодатель;Дата публикации;Дата создания;График работы;Тип трудоустройства;Требуемый опыт;Количество откликов на вакансию с момента публикации;Количество откликов на вакансию с момента создания;Начальная граница З/П;Конечная граница З/П;Итоговая З/П;Ключевые навыки;Профессиональные роли;Кол-во ключевых навыков
100606034;Front-end Developer;Москва;СИНТЕЗ ВОСТОК;2024-06-19 13:43:38;2024-06-19 13:43:38;Удаленная работа;Полная занятость;От 1 года до 3 лет;850;850;130500;174000;152250;AngularJS,API,JavaScript,Sass,Верстка,Vue;Программист, разработчик;6
101502372;Business Development Manager B2B Crypto;Москва;Mids.capital;2024-06-19 13:42:23;2024-06-19 13:42:23;Полный день;Полная занятость;От 1 года до 3 лет;47;47;150000;;75000;Английский язык,B2B Продажи,Business Development,Работа с ключевыми клиентами,Sales Skills;Менеджер по продажам, менеджер по работе с клиентами;5
94153742;Lead Frontend developer (vue.js);Санкт-Петербург;МАКСБИТСОЛЮШЕН;2024-06-19 13:41:38;2024-06-19 13:41:38;Удаленная работа;Полная занятость;От 3 до 6 лет;65;502;400000;;200000;Чистый код,JavaScript,Лидерство,Performance API,TypeScript,Vue;Программист, разработчик;6
99658731;Стажер-программист PHP;Красноярск;Веб студия СКАЙВЕБ24;2024-06-19 13:41:11;2024-06-19 13:41:11;Гибкий график;Стажировка;Нет опыта;0;123;40000;;20000;1С-Битрикс,Битрикс24,CSS,HTML,JavaScript,MySQL,PHP;Программист, разработчик;7
101502127;Разработчик 1С/Ведущий Программист 1С: ERP проекты (удаленно);Москва;Софт-Юнити;2024-06-19 13:40:38;2024-06-19 13:40:38;Удаленная работа;Полная занятость;От 3 до 6 лет;40;40;250000;;125000;;Программист, разработчик;0
100605608;Разработчик Python (backend) + devops;Москва;СОРЭКС;2024-06-19 13:40:19;2024-06-19 13:40:19;Полный день;Полная занятость;От 1 года до 3 лет;273;273;65000;120000;92500;;Программист, разработчик;0
98926775;1С программист;Санкт-Петербург;Спутник;2024-06-19 13:40:06;2024-06-19 13:40:06;Полный день;Полная занятость;От 1 года до 3 лет;1;11;130500;;65250;1С: Бухгалтерия,1С: Предприятие,1С: Предприятие 8,1С: Управление Торговлей,1С программирование,Базы данных,Бухгалтерский учет,Обновление конфигурации 1С;Программист, разработчик;8
99953715;Go Backend Developer / Golang Разработчик;Москва;Зигмунд Онлайн;2024-06-19 13:39:51;2024-06-19 13:39:51;Удаленная работа;Полная занятость;От 3 до 6 лет;264;264;230000;350000;290000;Backend,CI/CD,Docker,Git,Go,Golang,k8s,Kubernetes,Microservices,Микросервисная архитектура,PostgreSQL,Redis;Программист, разработчик;12
102276622;Фронтенд - разработчик (React);Москва;UnyBrands;2024-06-19 13:39:18;2024-06-19 13:39:18;Удаленная работа;Полная занятость;От 3 до 6 лет;176;176;120000;150000;135000;;Программист, разработчик;0
98266524;Программист-разработчик 1C (Junior);Волгоград;ТехЭнергия;2024-06-19 13:37:49;2024-06-19 13:37:49;Полный день;Полная занятость;Нет опыта;0;39;30000;50000;40000;1С программирование,ERP,Обновление конфигурации 1С,Работа с большим объемом информации,Умение работать в коллективе;Программист, разработчик;5
101853780;Инженер-робототехник (программист / АСУТП);Москва;Top 3D Group;2024-06-19 13:36:53;2024-06-19 13:36:53;Полный день;Полная занятость;От 1 года до 3 лет;20;20;120000;250000;185000;ABB,Английский язык,Автоматизация технологических процессов,Fanuc,KUKA,Omron,Производство пусконаладочных работ,Промышленные роботы,Роботизация,Робототехника,Схемотехника электронного оборудования,Siemens,TCP/IP,Yaskawa;Инженер-электроник, инженер-электронщик;14
102276431;Инженер-программист станков с ЧПУ;Нижний Новгород;Газтурботэк;2024-06-19 13:36:50;2024-06-19 13:36:50;Полный день;Полная занятость;От 3 до 6 лет;0;0;110000;;55000;Станки ЧПУ;Оператор станков с ЧПУ;1
102276379;Стажер-программист 1С;Краснодар;ТД Суворовский редут-Кубань;2024-06-19 13:36:08;2024-06-19 13:36:08;Полный день;Стажировка;От 1 года до 3 лет;1;1;60000;100000;80000;1С: Документооборот,1С: Предприятие 8,1С: Управление предприятием,1С: Управление Торговлей,1С программирование;Программист, разработчик;5
101853720;Менеджер по продажам в IT стартап (3D визуализация для девелоперов);Москва;DREAM PARK;2024-06-19 13:36:03;2024-06-19 13:36:03;Удаленная работа;Полная занятость;От 1 года до 3 лет;34;34;138400;158400;148400;Активные продажи,B2B Продажи,Битрикс24,Деловая коммуникация,Деловая переписка,Холодные продажи,Корпоративные продажи,Навыки переговоров,Навыки презентации,Навыки продаж,Оценка потребностей клиентов,переговоры с первыми лицами компаний,Подготовка коммерческих предложений,Подготовка презентаций,Поиск и привлечение клиентов,Привлечение новых клиентов,Продажа комплексных проектов,Продажи корпоративным клиентам,Проведение переговоров,проведение переговоров с первыми лицами компании,Проведение презентаций,Прямые продажи,Работа с юридическими лицами,Развитие ключевых клиентов,Развитие продаж,Составление договоров,Телефонные переговоры,Управление продажами,Увеличение продаж,Заключение договоров;Менеджер по продажам, менеджер по работе с клиентами;30
102196512;Техник-программист;Краснодар;ГБУЗ ХОСПИС Г. КРАСНОДАРА МЗ КК;2024-06-19 13:35:10;2024-06-19 13:35:10;Полный день;Полная занятость;От 1 года до 3 лет;0;0;20000;21000;20500;;Программист, разработчик;0
100605073;Старший программист 1С;Домодедово;СБК;2024-06-19 13:35:08;2024-06-19 13:35:08;Гибкий график;Полная занятость;От 3 до 6 лет;4;4;191400;;95700;1C: Предприятие,1С: Бухгалтерия,1С: Предприятие 8,1С: Зарплата и управление персоналом,1С ERP 2.5,ERP,ERP-системы на базе 1С,MS SQL,Оптовая торговля,Работа в условиях многозадачности,Retail;Программист, разработчик;11
102276274;Программист 1С;Сочи;ПРОГРЕСС АГРО;2024-06-19 13:34:34;2024-06-19 13:34:34;Гибкий график;Полная занятость;От 1 года до 3 лет;0;0;;168000;84000;1С: Бухгалтерия,1С: Зарплата и управление персоналом,1С программирование,ERP-системы на базе 1С;Программист, разработчик;4
97455195;Руководитель отдела разработки и сопровождения 1С (программист-разработчик 1С);Москва;Сервис Менеджмент-Р;2024-06-19 13:34:17;2024-06-19 13:34:17;Полный день;Полная занятость;От 3 до 6 лет;0;26;217500;;108750;;Программист, разработчик;0
101637585;Инженер-программист С/С++ (программист микроконтроллеров/Инженер-схемотехник);Санкт-Петербург;ПЕТЕРБУРГСКИЙ ЗАВОД ИЗМЕРИТЕЛЬНЫХ ПРИБОРОВ;2024-06-19 13:33:30;2024-06-19 13:33:30;Полный день;Полная занятость;От 3 до 6 лет;16;16;150000;500000;325000;C,C/C++,Java,Микроконтроллеры,С#;Программист, разработчик;5
102276149;Инженер-конструктор/технолог-программист;Дзержинск (Нижегородская область);JCat.ru;2024-06-19 13:32:56;2024-06-19 13:32:56;Полный день;Полная занятость;От 1 года до 3 лет;0;0;60000;;30000;;Инженер-конструктор, инженер-проектировщик;0
101260285;IOS Developer;Москва;HR Prime;2024-06-19 13:32:27;2024-06-19 13:32:27;Полный день;Полная занятость;От 3 до 6 лет;101;101;304500;356700;330600;Git,Objective-C,Swift;Программист, разработчик;3
100604627;Программист-технолог станков с ЧПУ;Санкт-Петербург;ОмегаТех;2024-06-19 13:31:14;2024-06-19 13:31:14;Полный день;Полная занятость;От 1 года до 3 лет;6;6;150000;;75000;Чтение чертежей,MasterCAM,Разработка технических заданий,Станки ЧПУ;Программист, разработчик;4
101182826;Разработчик Power BI/BI-разработчик;Москва;Кадровое агентство BWG;2024-06-19 13:29:22;2024-06-19 13:29:22;Полный день;Полная занятость;От 1 года до 3 лет;3;26;120000;;60000;Анализ бизнес показателей,Data Analysis,Power BI,SQL,Tableau;BI-аналитик, аналитик данных;5
101852804;Программист 1C;Омск;Поволжье-Транс;2024-06-19 13:28:57;2024-06-19 13:28:57;Полный день;Полная занятость;От 1 года до 3 лет;1;1;150000;;75000;1С: Бухгалтерия,1С: Предприятие 8,1С программирование,Аналитическое мышление,Обновление конфигурации 1С,Создание конфигурации 1С;Программист, разработчик;6
102275666;Стажёр Business Development manager;Казань;ReAspekt (Реаспект);2024-06-19 13:28:51;2024-06-19 13:28:51;Полный день;Стажировка;Нет опыта;4;4;52200;113100;82650;Активные продажи,Аналитическое мышление,B2B Продажи,Деловая коммуникация,Деловая переписка,Навыки переговоров,Negotiation skills,Подготовка коммерческих предложений,Поиск и привлечение клиентов,Проведение презентаций,Прямые продажи,Развитие продаж,Sales Management,Sales Skills;Менеджер по продажам, менеджер по работе с клиентами;14
98614298;PHP/Golang программист;Санкт-Петербург;Расчетные системы;2024-06-19 13:28:41;2024-06-19 13:28:41;Полный день;Полная занятость;От 3 до 6 лет;12;41;140000;;70000;Golang,Nats,PHP,RabbitMQ;Программист, разработчик;4
102275647;Business Development Manager;Казань;ReAspekt (Реаспект);2024-06-19 13:28:36;2024-06-19 13:28:36;Полный день;Полная занятость;От 3 до 6 лет;1;1;87000;261000;174000;Активные продажи,B2B,Деловая коммуникация,Деловое общение,Дружелюбность,Грамотная речь,Коммуникация,Навыки переговоров,Опыт личностного общения и успешных продаж,Организация встреч,Планирование продаж,Поиск и привлечение клиентов,Прямые продажи,Работа в команде,Умение вести переговоры,Ведение переговоров;Менеджер по продажам, менеджер по работе с клиентами;16
101636716;Frontend Vue JS Разработчик;Самара;Институт Дополнительного Профессионального Образования Знание;2024-06-19 13:26:23;2024-06-19 13:26:23;Полный день;Полная занятость;От 1 года до 3 лет;66;66;60000;100000;80000;;Программист, разработчик;0
102275402;Программист микроконтроллеров;Санкт-Петербург;Специальный Технологический Центр (ООО СТЦ);2024-06-19 13:24:52;2024-06-19 13:24:52;Полный день;Полная занятость;От 1 года до 3 лет;1;1;87000;130500;108750;;Программист, разработчик;0
102174984;Fullstack разработчик;Москва;Брискли;2024-06-19 13:24:24;2024-06-19 13:24:24;Удаленная работа;Полная занятость;От 3 до 6 лет;4;23;150000;200000;175000;API,Confluence,CSS,Docker,Git,HTML,HTTP,JavaScript,Jira,MySQL,PHP,RabbitMQ,REST API,VueJS;Программист, разработчик;14
101636417;Golang developer;Москва;Геограком;2024-06-19 13:23:33;2024-06-19 13:23:33;Гибкий график;Полная занятость;От 1 года до 3 лет;102;102;;239250;119625;Docker,Docker-compose,Golang,PostgreSQL;Программист, разработчик;4
98348174;Инженер-программист;Москва;ФГБУ НМИЦ ХИРУРГИИ ИМ. А.В. ВИШНЕВСКОГО МИНЗДРАВА РОССИИ;2024-06-19 13:22:46;2024-06-19 13:22:46;Полный день;Полная занятость;От 1 года до 3 лет;0;26;56550;78300;67425;MS SQL,MS SQL Server,Работа с базами данных,SQL,СУБД;Программист, разработчик;5
92891117;Программист - разработчик / технический архитектор 1С 8, 1С:ERP;Москва;ИТРП;2024-06-19 13:20:20;2024-06-19 13:20:20;Удаленная работа;Полная занятость;От 1 года до 3 лет;19;85;220000;330000;275000;1С: Предприятие 8,1С: Управление Торговлей,1С программирование,ERP-системы на базе 1С;Программист, разработчик;4
99951269;PHP-разработчик / web-программист (junior);Волгоград;ИНТЕРВОЛГА;2024-06-19 13:18:07;2024-06-19 13:18:07;Полный день;Полная занятость;Нет опыта;42;42;50000;80000;65000;Базы данных,MySQL,PHP,phpMyAdmin,Разработка ПО,Веб-программирование;Программист, разработчик;6
101635674;Frontend-разработчик (Vue);Санкт-Петербург;Юдан;2024-06-19 13:17:02;2024-06-19 13:17:02;Удаленная работа;Полная занятость;От 1 года до 3 лет;508;508;70000;90000;80000;Frontend,Git,Gulp,HTML,JavaScript,Less,Sass,Vue.js,VueJS,Webpack;Программист, разработчик;10
101851587;Backend developer;Москва;MIA Dev;2024-06-19 13:16:23;2024-06-19 13:16:23;Удаленная работа;Полная занятость;От 3 до 6 лет;322;322;250000;;125000;Backend,Django,Flask,Git,Go,Golang,MongoDB,MS SQL,Python,Работа с базами данных,Redis,REST,SQL,Unit Testing;Программист, разработчик;14
102274579;Middle C# developer;Казань;Контур;2024-06-19 13:15:55;2024-06-19 13:15:55;Удаленная работа;Полная занятость;От 3 до 6 лет;2;2;130000;;65000;.NET Core,ASP.NET,C#,Entity Framework,LINQ,MongoDB,PostgreSQL,WCF;Программист, разработчик;8
102274563;Senior/Lead C# developer;Казань;Контур;2024-06-19 13:15:40;2024-06-19 13:15:40;Удаленная работа;Полная занятость;Более 6 лет;1;1;;300000;150000;.NET Core,ADO.NET,ASP.NET,C#,Entity Framework,LINQ,MongoDB,PostgreSQL,RabbitMQ,WCF;Программист, разработчик;10
102274544;Middle C# developer;Иннополис;Контур;2024-06-19 13:15:21;2024-06-19 13:15:21;Удаленная работа;Полная занятость;От 3 до 6 лет;5;5;130000;;65000;.NET Core,ASP.NET,C#,Entity Framework,LINQ,MongoDB,PostgreSQL,WCF;Программист, разработчик;8
100602851;Инженер-программист АСУП;Пермь;Меридиан Инжиниринг;2024-06-19 13:15:03;2024-06-19 13:15:03;Полный день;Полная занятость;От 1 года до 3 лет;5;5;108000;;54000;;Инженер-конструктор, инженер-проектировщик;0
100602825;Разработчик CRM Planfix;Москва;ЦОТЭБ;2024-06-19 13:14:47;2024-06-19 13:14:47;Полный день;Полная занятость;От 1 года до 3 лет;9;9;100000;150000;125000;1С-Битрикс,API,Битрикс24,Bitrix24,HTML5/CSS3,JavaScript,MySQL,Настройка воронок,ООП,PHP,ПланФикс,Planfix,Создание бизнес-процессов в Битрикс24;Программист, разработчик;13
101635333;Программист 1С;Нижний Новгород;Газтурботэк;2024-06-19 13:12:16;2024-06-19 13:12:16;Удаленная работа;Полная занятость;От 3 до 6 лет;11;11;150000;;75000;;Программист, разработчик;0
102274072;"Ведущий инженер-программист сектора систем диспетчерского контроля и управления РНУ ""Дальнереченск""";Хабаровск;ТРАНСНЕФТЬ - ДАЛЬНИЙ ВОСТОК;2024-06-19 13:10:37;2024-06-19 13:10:37;Полный день;Полная занятость;От 3 до 6 лет;1;1;;120000;60000;;Другое;0
101850919;Ведущий инженер / Инженер - программист АСУ ТП;Казань;КЭР-Инжиниринг;2024-06-19 13:10:23;2024-06-19 13:10:23;Полный день;Полная занятость;От 1 года до 3 лет;0;0;60900;104400;82650;АСУ ТП,AutoCAD,Автоматизация производства,Энергетика,ePLAN,MS Office,нормативно-техническая документация,Проектирование,Пуско-наладочные работы,САПР,SIMATIC;Инженер-конструктор, инженер-проектировщик;11
101635007;Менеджер по продажам и сопровождению (по работе с застройщиками, девелоперами);Ростов-на-Дону;ТД Пожметком;2024-06-19 13:10:01;2024-06-19 13:10:01;Полный день;Полная занятость;От 1 года до 3 лет;2;2;60000;150000;105000;1С-Битрикс,Активные продажи,Грамотная речь,Инициативность,консультационные продажи,Навыки переговоров,Ориентация на результат,Подготовка коммерческих предложений,подготовка технико-коммерческих предложений,Поиск и привлечение клиентов,Проектная документация,работа с текущей базой клиентов,Работа в команде,Развитие продаж,Сопровождение клиентов,Создание, развитие и ведение клиентской базы,Телефонные переговоры,Заключение договоров;Другое;19
99950273;Middle Full Stack Web Developer;Санкт-Петербург;Уникальные технологии;2024-06-19 13:10:01;2024-06-19 13:10:01;Полный день;Полная занятость;От 3 до 6 лет;224;224;150000;200000;175000;;Программист, разработчик;0
101499389;Программист 1C;Москва;Управляющая компания ФОРВАРД;2024-06-19 13:09:45;2024-06-19 13:09:45;Полный день;Полная занятость;От 3 до 6 лет;11;11;174000;;87000;1С программирование,Базы данных;Программист, разработчик;2
98923284;Разработчик 1С;Москва;Амтел-софт;2024-06-19 13:08:27;2024-06-19 13:08:27;Удаленная работа;Полная занятость;От 1 года до 3 лет;9;43;150000;;75000;;Программист, разработчик;0
95986893;Разработчик 1С;Санкт-Петербург;ЭКО-Балт;2024-06-19 13:07:14;2024-06-19 13:07:14;Полный день;Полная занятость;От 3 до 6 лет;1;12;160000;;80000;;Программист, разработчик;0
100601367;Программист 1С;Йошкар-Ола;MishaExpo;2024-06-19 13:02:33;2024-06-19 13:02:33;Полный день;Полная занятость;От 3 до 6 лет;6;6;80000;;40000;Аналитическое мышление,Анализ конкурентов,Google Docs,Google таблицы,Контроль отгрузок,Креативность,Маркетплейсы,mpstats,MS Office,Работа с большим объемом информации;Аналитик;10
102273424;1C Программист Middle/Senior (IT-компания);Краснодар;Ракета;2024-06-19 13:02:32;2024-06-19 13:02:32;Удаленная работа;Полная занятость;От 3 до 6 лет;1;1;150000;300000;225000;1С: Предприятие,1С: Управление Торговлей,1С программирование;Программист, разработчик;3
99949477;Android разработчик;Белгород;Шеврус;2024-06-19 13:02:18;2024-06-19 13:02:18;Полный день;Полная занятость;От 1 года до 3 лет;112;112;34800;108750;71775;Android SDK,Android Studio,AR,Gradle,Java,Kotlin,ООП;Программист, разработчик;7
102273003;Программист 1С.;Москва;Восхождение;2024-06-19 12:59:29;2024-06-19 12:59:29;Полный день;Полная занятость;От 1 года до 3 лет;2;2;200000;;100000;;Программист, разработчик;0
102272983;Scala developer;Москва;HR Prime;2024-06-19 12:59:17;2024-06-19 12:59:17;Удаленная работа;Полная занятость;От 3 до 6 лет;0;0;321900;408900;365400;;Программист, разработчик;0
102160807;Программист 1C;Красноярск;ПОРТ;2024-06-19 12:59:08;2024-06-19 12:59:08;Полный день;Полная занятость;От 1 года до 3 лет;0;0;90000;;45000;1С: Комплексная автоматизация,1С: Предприятие: Розница,1С: Предприятие 8,1С: Розница,1С: Торговля и склад,1С: Управление Торговлей,1С программирование,Администрирование,Администрирование сетевого оборудования,Автоматизация,Контроль исправности оборудования,Обновление конфигурации 1С,Подключение торгового оборудования к 1С;Программист, разработчик;13
101498456;Инженер-программист АСУ ТП/Программист Роботов;Москва;Rise Automation;2024-06-19 12:58:59;2024-06-19 12:58:59;Полный день;Полная занятость;Нет опыта;80;80;150000;300000;225000;;Инженер-электроник, инженер-электронщик;0
101257050;Программист 1С;Москва;ОНИКС;2024-06-19 12:58:54;2024-06-19 12:58:54;Полный день;Полная занятость;От 1 года до 3 лет;13;13;200000;200000;200000;1С: Управление Производственным Предприятием,1С программирование,интеграции,MS SQL,Оптимизация бизнес-процессов;Программист, разработчик;5
101257051;Программист 1С;Екатеринбург;ОНИКС;2024-06-19 12:58:54;2024-06-19 12:58:54;Полный день;Полная занятость;От 1 года до 3 лет;4;4;160000;160000;160000;1С: Управление Производственным Предприятием,1С программирование,интеграции,MS SQL,Оптимизация бизнес-процессов;Программист, разработчик;5
99948722;Разработчик back-end (Python, Java Script, Type Script);Москва;РИГ;2024-06-19 12:58:41;2024-06-19 12:58:41;Гибкий график;Полная занятость;От 3 до 6 лет;330;330;200000;;100000;clean architectur,Docker,Express.js, TypeScript,Gitlab CI/CD,JavaScript и TypeScript,Linux,Node.js,PostgreSQL,Python,SQL;Программист, разработчик;11
102072881;Разработчик 1С;Санкт-Петербург;Технорос;2024-06-19 12:58:23;2024-06-19 12:58:23;Полный день;Проектная работа;От 3 до 6 лет;2;7;220000;;110000;;Программист, разработчик;0
102272851;Программист 1С;Москва;Восхождение;2024-06-19 12:58:07;2024-06-19 12:58:07;Удаленная работа;Полная занятость;От 1 года до 3 лет;12;12;150000;;75000;;Программист, разработчик;0
102272829;Программист 1C;Киров (Кировская область);РусБизнесСофт;2024-06-19 12:57:51;2024-06-19 12:57:51;Удаленная работа;Полная занятость;От 1 года до 3 лет;5;5;104400;;52200;1С программирование,Аналитическое мышление,Деловая коммуникация,Работа с большим объемом информации,Разработка технических заданий;Программист, разработчик;5
93161840;Ведущий программист 1С: ERP (Бух.учет);Новосибирск;КАМИ;2024-06-19 12:56:45;2024-06-19 12:56:45;Полный день;Полная занятость;От 3 до 6 лет;0;16;217500;261000;239250;1C ERP,1С: Комплексная автоматизация,1С: Управление Торговлей,ERP-системы на базе 1С;Программист, разработчик;4
102272663;Программист 1C;Чебоксары;РусБизнесСофт;2024-06-19 12:56:06;2024-06-19 12:56:06;Удаленная работа;Полная занятость;От 1 года до 3 лет;2;2;104400;;52200;1С программирование,Аналитическое мышление,Деловая коммуникация,Работа с большим объемом информации,Разработка технических заданий;Программист, разработчик;5
102272615;Программист 1С;Краснодар;Про Еду;2024-06-19 12:55:34;2024-06-19 12:55:34;Полный день;Полная занятость;От 1 года до 3 лет;0;0;60000;100000;80000;1С: Управление Торговлей,1С программирование,Базы данных,Обновление конфигурации 1С,Работа с базами данных,Создание конфигурации 1С;Программист, разработчик;6
99545503;PHP программист;Екатеринбург;К Телеком,ООО;2024-06-19 12:55:13;2024-06-19 12:55:13;Удаленная работа;Полная занятость;От 1 года до 3 лет;13;58;80000;;40000;Docker,Git,Laravel,MySQL,PHP7,REST API,SQL;Программист, разработчик;7
98353134;Программист 1С: ERP;Москва;Лаборатория Практических Решений;2024-06-19 12:55:07;2024-06-19 12:55:07;Полный день;Полная занятость;От 3 до 6 лет;6;27;200000;300000;250000;1С: Предприятие 8,1С программирование,Agile,Agile Project Management,Edt,ERP-системы на базе 1С,Kanban,Мобильная платформа 1С,MS SQL,Создание конфигурации 1С,XDTO;Программист, разработчик;11
99948242;Frontend-разработчик (Сайт, мобильные приложения, Middle);Москва;GETWOLA;2024-06-19 12:53:42;2024-06-19 12:53:42;Удаленная работа;Полная занятость;От 1 года до 3 лет;796;796;80000;130000;105000;CSS3,Git,GitLab,HTML5,Jira,PHP,React,React Native,RTK,TypeScript;Программист, разработчик;10
102272364;Инженер-программист (в отдел РЗА);Санкт-Петербург;ПО Элтехника;2024-06-19 12:53:23;2024-06-19 12:53:23;Полный день;Полная занятость;Нет опыта;2;2;144855;;72427;C,Cortex;Программист, разработчик;2
102272256;Программист 1С (комплексная автоматизация 2.5);Нижний Новгород;Вертекс;2024-06-19 12:52:32;2024-06-19 12:52:32;Полный день;Полная занятость;От 3 до 6 лет;0;0;130000;180000;155000;1С: Комплексная автоматизация,1С: Предприятие 8,1С Предприятие 8.3,1С программирование,Администрирование базы,Аналитическое мышление,Автоматизация процессов,Axelot,Axelot WMS X5,КА 2.4,КА 2.5,Комплексная автоматизация 2.4,Комплексная автоматизация 2.5,Написание отчетов в 1С,Обновление конфигурации 1С,Работа с базами данных,Создание конфигурации 1С,WMS X5;Программист, разработчик;18
102271907;Начинающий Программист 1С/Сервис инженер 1С;Москва;Сириус;2024-06-19 12:50:33;2024-06-19 12:50:33;Полный день;Полная занятость;Нет опыта;4;4;35000;;17500;1С программирование,джуниор,мало опыта,начальный уровень,СКД;Программист, разработчик;5
102271903;Web-разработчик;Санкт-Петербург;Станкопром;2024-06-19 12:50:31;2024-06-19 12:50:31;Полный день;Полная занятость;От 1 года до 3 лет;29;29;140000;;70000;Express.js,JavaScript,MongoDB,Node.js,Socket.io;Программист, разработчик;5
93286150;Инженер-программист станков с ЧПУ;Киров (Кировская область);Кировский завод цепей;2024-06-19 12:49:17;2024-06-19 12:49:17;Полный день;Полная занятость;От 1 года до 3 лет;0;9;85000;;42500;;Программист, разработчик;0
95209666;Технолог-программист станков с ЧПУ;Киров (Кировская область);Кировский завод цепей;2024-06-19 12:49:01;2024-06-19 12:49:01;Полный день;Полная занятость;От 1 года до 3 лет;0;2;85000;;42500;;Программист, разработчик;0
102271696;PHP-программист;Москва;Флекскор;2024-06-19 12:49:00;2024-06-19 12:49:00;Полный день;Полная занятость;От 1 года до 3 лет;11;11;80000;130000;105000;CSS,HTML,JavaScript,PHP,Python,SQL;Программист, разработчик;6
100599511;Программист-консультант 1C;Щелково;Omegapart;2024-06-19 12:48:56;2024-06-19 12:48:56;Полный день;Полная занятость;От 1 года до 3 лет;5;5;160000;190000;175000;1С: Бухгалтерия,1С: Зарплата и кадры,1С программирование;Программист, разработчик;3
95646721;Программист 1С;Санкт-Петербург;Гейзер, группа компаний;2024-06-19 12:48:34;2024-06-19 12:48:34;Полный день;Полная занятость;От 1 года до 3 лет;0;19;145000;;72500;1С: Управление Производственным Предприятием,1С: Управление Торговлей,1С программирование,Бухгалтерская отчетность,Бухгалтерский учет,Обновление конфигурации 1С;Программист, разработчик;6
101497256;Ведущий программист 1С;Вологда;Трактороцентр;2024-06-19 12:48:29;2024-06-19 12:48:29;Полный день;Полная занятость;От 1 года до 3 лет;4;4;150000;;75000;1С: Управление Торговлей;Программист, разработчик;1
98134011;Разработчик CRM Bitrix24;Москва;World Vision;2024-06-19 12:48:20;2024-06-19 12:48:20;Удаленная работа;Полная занятость;От 1 года до 3 лет;21;118;170000;;85000;Битрикс 24,HTML,JavaScript,MySQL,PHP,SQL;Программист, разработчик;6
99267847;Junior frontend developer;Москва;amoCRM;2024-06-19 12:48:05;2024-06-19 12:48:05;Полный день;Стажировка;Нет опыта;174;1732;;50000;25000;CSS,HTML,JavaScript,Начало карьеры,Pixel Perfect,React;Программист, разработчик;6
98920893;Программист-разработчик 1C (работа в офисе);Москва;Экотехпром;2024-06-19 12:47:55;2024-06-19 12:47:55;Полный день;Полная занятость;Более 6 лет;1;18;234900;;117450;1C: Бухгалтерия,1С: Бухгалтерия,1С: Предприятие 8,Бухгалтерский учет;Программист, разработчик;4
102271342;JavaEE разработчик (Wildfly, ZKoss, MySQL);Санкт-Петербург;HotelAdvisors, Hospitality Management & Consulting;2024-06-19 12:46:31;2024-06-19 12:46:31;Удаленная работа;Полная занятость;От 3 до 6 лет;0;0;130000;150000;140000;EJB,Git,Gradle,Hibernate ORM,Java EE,mariadb,MySQL,Wildfly;Программист, разработчик;8
102271313;Программист 1С;Барнаул;Сеть магазинов Дальнобойщик;2024-06-19 12:46:16;2024-06-19 12:46:16;Полный день;Полная занятость;От 3 до 6 лет;0;0;100000;;50000;1С: Бухгалтерия,1С: Предприятие 8,1С программирование;Программист, разработчик;3
100599071;Программист-консультант 1C;Королев;Omegapart;2024-06-19 12:44:49;2024-06-19 12:44:49;Полный день;Полная занятость;От 1 года до 3 лет;3;3;170000;;85000;1С: Бухгалтерия,1С: Зарплата и кадры,1С программирование;Программист, разработчик;3
101350822;PHP-разработчик;Москва;ЕМС;2024-06-19 12:43:37;2024-06-19 12:43:37;Полный день;Полная занятость;От 1 года до 3 лет;1;60;;250000;125000;MySQL,PHP,PostgreSQL,Symfony;Программист, разработчик;4
100633023;Программист 1С;Москва;Programming Store;2024-06-19 12:42:56;2024-06-19 12:42:56;Удаленная работа;Полная занятость;От 3 до 6 лет;1;26;;250000;125000;1С: Предприятие 8,1С программирование,Разработка ПО;Программист, разработчик;3
101255232;Ведущий программист 1С;Москва;ЛЮБИМЧИК.РУ;2024-06-19 12:42:46;2024-06-19 12:42:46;Полный день;Полная занятость;От 3 до 6 лет;22;22;;300000;150000;1С программирование;Программист, разработчик;1
102270622;Инженер-программист группы автоматизированных систем управления технологическими процессами;Самара;Российские Коммунальные Системы;2024-06-19 12:40:24;2024-06-19 12:40:24;Полный день;Полная занятость;Нет опыта;0;0;44979;44979;44979;;Программист, разработчик;0
102270546;Программист 1C;Саратов;SoykaSoft;2024-06-19 12:39:56;2024-06-19 12:39:56;Полный день;Полная занятость;От 1 года до 3 лет;2;2;100000;120000;110000;1С программирование,Обновление конфигурации 1С;Программист, разработчик;2
102270547;Программист 1C;Волгоград;SoykaSoft;2024-06-19 12:39:56;2024-06-19 12:39:56;Полный день;Полная занятость;От 1 года до 3 лет;0;0;100000;120000;110000;1С программирование,Обновление конфигурации 1С;Программист, разработчик;2
102270548;Программист 1C;Тольятти;SoykaSoft;2024-06-19 12:39:56;2024-06-19 12:39:56;Полный день;Полная занятость;От 1 года до 3 лет;0;0;100000;120000;110000;1С программирование,Обновление конфигурации 1С;Программист, разработчик;2
99946475;Разработчик автоматизаций / Junior backend developer (.NET / JS);Санкт-Петербург;Адверт Лабс;2024-06-19 12:39:55;2024-06-19 12:39:55;Полный день;Полная занятость;Нет опыта;232;232;;90000;45000;API,Автоматизация,CRM,Postman,REST;Другое;5
